item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,15.14
buy_1_vol,5158600
buy_2,15.13
buy_2_vol,98300
buy_3,15.12
buy_3_vol,6200
buy_4,15.11
buy_4_vol,6800
buy_5,15.1
buy_5_vol,5700
最新,15.14
均价,15.14
涨幅,10.03
涨跌,1.38
总手,409373
金额,619667298.0
换手,18.46
量比,24.78
最高,15.14
最低,14.88
今开,15.14
昨收,13.76
涨停,15.14
跌停,12.38
外盘,35746
内盘,373626
