item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,10.36
buy_1_vol,1558600
buy_2,10.35
buy_2_vol,46900
buy_3,10.34
buy_3_vol,4400
buy_4,10.33
buy_4_vol,4300
buy_5,10.32
buy_5_vol,200
最新,10.36
均价,10.14
涨幅,9.98
涨跌,0.94
总手,108578
金额,110108156.84
换手,0.97
量比,2.25
最高,10.36
最低,9.78
今开,9.78
昨收,9.42
涨停,10.36
跌停,8.48
外盘,48356
内盘,60222
