item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,13.83
buy_1_vol,5117300
buy_2,13.82
buy_2_vol,8300
buy_3,13.81
buy_3_vol,6000
buy_4,13.8
buy_4_vol,12100
buy_5,13.79
buy_5_vol,1500
最新,13.83
均价,13.43
涨幅,10.02
涨跌,1.26
总手,357116
金额,479470139.15
换手,10.93
量比,1.26
最高,13.83
最低,12.57
今开,12.57
昨收,12.57
涨停,13.83
跌停,11.31
外盘,145907
内盘,211208
