item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,5.37
buy_1_vol,113900
buy_2,5.36
buy_2_vol,20400
buy_3,5.35
buy_3_vol,15800
buy_4,5.34
buy_4_vol,6000
buy_5,5.33
buy_5_vol,10000
最新,5.37
均价,5.3
涨幅,5.09
涨跌,0.26
总手,11478
金额,6085792.84
换手,0.62
量比,1.51
最高,5.37
最低,5.12
今开,5.12
昨收,5.11
涨停,5.37
跌停,4.85
外盘,8343
内盘,3135
