item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,21.59
buy_1_vol,1820200
buy_2,21.58
buy_2_vol,4600
buy_3,21.57
buy_3_vol,2400
buy_4,21.56
buy_4_vol,3300
buy_5,21.55
buy_5_vol,2300
最新,21.59
均价,20.89
涨幅,9.98
涨跌,1.96
总手,141892
金额,296444985.0
换手,6.75
量比,1.95
最高,21.59
最低,19.33
今开,19.33
昨收,19.63
涨停,21.59
跌停,17.67
外盘,67209
内盘,74683
