item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,2.68
buy_1_vol,6494100
buy_2,2.67
buy_2_vol,2700
buy_3,2.66
buy_3_vol,8700
buy_4,2.65
buy_4_vol,2600
buy_5,2.64
buy_5_vol,93600
最新,2.68
均价,2.55
涨幅,9.84
涨跌,0.24
总手,261699
金额,66698631.0
换手,7.34
量比,0.71
最高,2.68
最低,2.38
今开,2.47
昨收,2.44
涨停,2.68
跌停,2.2
外盘,126585
内盘,135114
