item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,2.08
buy_1_vol,33913700
buy_2,2.07
buy_2_vol,1370700
buy_3,2.06
buy_3_vol,1145800
buy_4,2.05
buy_4_vol,1712800
buy_5,2.04
buy_5_vol,1000200
最新,2.08
均价,2.06
涨幅,5.05
涨跌,0.1
总手,593157
金额,122448099.34
换手,3.71
量比,0.48
最高,2.08
最低,2.03
今开,2.05
昨收,1.98
涨停,2.08
跌停,1.88
外盘,190545
内盘,402612
