item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,5.37
buy_1_vol,29777300
buy_2,5.36
buy_2_vol,78600
buy_3,5.35
buy_3_vol,25700
buy_4,5.34
buy_4_vol,1900
buy_5,5.33
buy_5_vol,16200
最新,5.37
均价,5.26
涨幅,10.04
涨跌,0.49
总手,670863
金额,352569591.61
换手,11.06
量比,0.57
最高,5.37
最低,4.93
今开,4.99
昨收,4.88
涨停,5.37
跌停,4.39
外盘,287850
内盘,383013
