item,value
sell_5,0.26
sell_5_vol,1986900
sell_4,0.25
sell_4_vol,583800
sell_3,0.24
sell_3_vol,1243400
sell_2,0.23
sell_2_vol,619100
sell_1,0.22
sell_1_vol,2054000
buy_1,0.21
buy_1_vol,772900
buy_2,0.2
buy_2_vol,949800
buy_3,0.19
buy_3_vol,368900
buy_4,0.18
buy_4_vol,162000
buy_5,-
buy_5_vol,----------------------------------------------------------------------------------------------------
最新,0.21
均价,0.21
涨幅,-4.55
涨跌,-0.01
总手,97682
金额,2066861.4
换手,8.48
量比,1.14
最高,0.22
最低,0.21
今开,0.22
昨收,0.22
涨停,0.26
跌停,0.18
外盘,24746
内盘,72936
