item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,4.15
buy_1_vol,13112100
buy_2,4.14
buy_2_vol,46100
buy_3,4.13
buy_3_vol,41800
buy_4,4.12
buy_4_vol,106000
buy_5,4.11
buy_5_vol,123400
最新,4.15
均价,4.01
涨幅,10.08
涨跌,0.38
总手,1184902
金额,474709161.0
换手,2.62
量比,1.68
最高,4.15
最低,3.76
今开,3.77
昨收,3.77
涨停,4.15
跌停,3.39
外盘,672770
内盘,512133
