item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,13.93
buy_1_vol,1857000
buy_2,13.92
buy_2_vol,20500
buy_3,13.91
buy_3_vol,2300
buy_4,13.9
buy_4_vol,5700
buy_5,13.89
buy_5_vol,2000
最新,13.93
均价,13.62
涨幅,10.03
涨跌,1.27
总手,201140
金额,273863831.77
换手,2.33
量比,1.91
最高,13.93
最低,12.91
今开,12.98
昨收,12.66
涨停,13.93
跌停,11.39
外盘,105355
内盘,95784
