item,value
sell_5,3.03
sell_5_vol,54500
sell_4,3.02
sell_4_vol,19800
sell_3,3.01
sell_3_vol,33500
sell_2,3.0
sell_2_vol,62300
sell_1,2.99
sell_1_vol,21800
buy_1,2.95
buy_1_vol,4100
buy_2,2.94
buy_2_vol,276600
buy_3,-
buy_3_vol,----------------------------------------------------------------------------------------------------
buy_4,-
buy_4_vol,----------------------------------------------------------------------------------------------------
buy_5,-
buy_5_vol,----------------------------------------------------------------------------------------------------
最新,2.95
均价,3.0
涨幅,-4.53
涨跌,-0.14
总手,66012
金额,19808680.6
换手,1.21
量比,0.93
最高,3.06
最低,2.95
今开,3.0
昨收,3.09
涨停,3.24
跌停,2.94
外盘,27058
内盘,38954
