item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,18.98
buy_1_vol,1082700
buy_2,18.97
buy_2_vol,200
buy_3,18.96
buy_3_vol,31000
buy_4,18.95
buy_4_vol,300
buy_5,18.94
buy_5_vol,1900
最新,18.98
均价,18.89
涨幅,10.03
涨跌,1.73
总手,33047
金额,62414109.0
换手,8.26
量比,4.49
最高,18.98
最低,17.8
今开,17.8
昨收,17.25
涨停,18.98
跌停,15.53
外盘,5619
内盘,27428
