item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,1.53
sell_2_vol,5246600
sell_1,1.52
sell_1_vol,1470700
buy_1,1.51
buy_1_vol,138900
buy_2,1.5
buy_2_vol,591800
buy_3,1.49
buy_3_vol,165300
buy_4,1.48
buy_4_vol,506500
buy_5,1.47
buy_5_vol,285300
最新,1.51
均价,1.48
涨幅,3.42
涨跌,0.05
总手,609269
金额,90140295.41
换手,5.38
量比,1.17
最高,1.53
最低,1.43
今开,1.47
昨收,1.46
涨停,1.53
跌停,1.39
外盘,348737
内盘,260532
