item,value
sell_5,1.54
sell_5_vol,714400
sell_4,1.53
sell_4_vol,1080300
sell_3,1.52
sell_3_vol,1641200
sell_2,1.51
sell_2_vol,1771600
sell_1,1.5
sell_1_vol,1946400
buy_1,1.49
buy_1_vol,643300
buy_2,1.48
buy_2_vol,892500
buy_3,1.47
buy_3_vol,953400
buy_4,-
buy_4_vol,----------------------------------------------------------------------------------------------------
buy_5,-
buy_5_vol,----------------------------------------------------------------------------------------------------
最新,1.49
均价,1.52
涨幅,-3.87
涨跌,-0.06
总手,351449
金额,53565902.5
换手,2.97
量比,0.97
最高,1.57
最低,1.49
今开,1.55
昨收,1.55
涨停,1.63
跌停,1.47
外盘,81907
内盘,269542
