item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,27.49
buy_1_vol,2929200
buy_2,27.48
buy_2_vol,4000
buy_3,27.47
buy_3_vol,2000
buy_4,27.46
buy_4_vol,1800
buy_5,27.45
buy_5_vol,1000
最新,27.49
均价,26.52
涨幅,19.99
涨跌,4.58
总手,152749
金额,405118877.32
换手,15.02
量比,0.82
最高,27.49
最低,23.3
今开,23.39
昨收,22.91
涨停,27.49
跌停,18.33
外盘,51607
内盘,101143
