item,value
sell_5,2.54
sell_5_vol,467700
sell_4,2.53
sell_4_vol,489000
sell_3,2.52
sell_3_vol,379800
sell_2,2.51
sell_2_vol,516500
sell_1,2.5
sell_1_vol,57600
buy_1,2.49
buy_1_vol,546600
buy_2,2.48
buy_2_vol,968500
buy_3,2.47
buy_3_vol,2305700
buy_4,-
buy_4_vol,----------------------------------------------------------------------------------------------------
buy_5,-
buy_5_vol,----------------------------------------------------------------------------------------------------
最新,2.5
均价,2.52
涨幅,-3.85
涨跌,-0.1
总手,1542933
金额,389106918.04
换手,14.51
量比,0.64
最高,2.63
最低,2.47
今开,2.56
昨收,2.6
涨停,2.73
跌停,2.47
外盘,540184
内盘,1002750
