item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,14.51
buy_1_vol,6151300
buy_2,14.5
buy_2_vol,35600
buy_3,14.49
buy_3_vol,3500
buy_4,14.48
buy_4_vol,1000
buy_5,14.45
buy_5_vol,23100
最新,14.51
均价,13.55
涨幅,10.01
涨跌,1.32
总手,1070243
金额,1450347988.0
换手,26.73
量比,1.48
最高,14.51
最低,12.31
今开,13.19
昨收,13.19
涨停,14.51
跌停,11.87
外盘,582598
内盘,487645
