item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,0.83
buy_1_vol,18417900
buy_2,0.82
buy_2_vol,1439000
buy_3,0.81
buy_3_vol,641600
buy_4,0.8
buy_4_vol,1193600
buy_5,0.79
buy_5_vol,1118400
最新,0.83
均价,0.81
涨幅,10.67
涨跌,0.08
总手,1982875
金额,159858980.6
换手,8.31
量比,0.55
最高,0.83
最低,0.76
今开,0.79
昨收,0.75
涨停,0.83
跌停,0.68
外盘,1250844
内盘,732031
