item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,3.56
buy_1_vol,837700
buy_2,3.55
buy_2_vol,7400
buy_3,3.54
buy_3_vol,2800
buy_4,3.53
buy_4_vol,11000
buy_5,3.52
buy_5_vol,90400
最新,3.56
均价,3.48
涨幅,9.88
涨跌,0.32
总手,133424
金额,46399757.38
换手,3.1
量比,1.74
最高,3.56
最低,3.32
今开,3.32
昨收,3.24
涨停,3.56
跌停,2.92
外盘,68382
内盘,65041
