item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,1.56
buy_1_vol,804500
buy_2,1.55
buy_2_vol,103600
buy_3,1.54
buy_3_vol,42900
buy_4,1.53
buy_4_vol,86300
buy_5,1.52
buy_5_vol,52600
最新,1.56
均价,1.55
涨幅,4.7
涨跌,0.07
总手,70264
金额,10921482.36
换手,1.76
量比,0.56
最高,1.56
最低,1.52
今开,1.52
昨收,1.49
涨停,1.56
跌停,1.42
外盘,34121
内盘,36143
