item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,4.71
buy_1_vol,31661200
buy_2,4.7
buy_2_vol,350600
buy_3,4.69
buy_3_vol,52700
buy_4,4.68
buy_4_vol,126200
buy_5,4.67
buy_5_vol,125700
最新,4.71
均价,4.66
涨幅,10.05
涨跌,0.43
总手,2308791
金额,1076864437.32
换手,17.69
量比,0.72
最高,4.71
最低,4.52
今开,4.65
昨收,4.28
涨停,4.71
跌停,3.85
外盘,938037
内盘,1370754
