item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,15.4
buy_1_vol,1452600
buy_2,15.39
buy_2_vol,4700
buy_3,15.38
buy_3_vol,100
buy_4,15.3
buy_4_vol,200
buy_5,15.29
buy_5_vol,600
最新,15.4
均价,15.04
涨幅,10.0
涨跌,1.4
总手,124867
金额,187821169.0
换手,6.53
量比,1.28
最高,15.4
最低,13.91
今开,14.0
昨收,14.0
涨停,15.4
跌停,12.6
外盘,46819
内盘,78048
