item,value
sell_5,3.41
sell_5_vol,74000
sell_4,3.4
sell_4_vol,148500
sell_3,3.39
sell_3_vol,57600
sell_2,3.38
sell_2_vol,43600
sell_1,3.37
sell_1_vol,1760100
buy_1,-
buy_1_vol,----------------------------------------------------------------------------------------------------
buy_2,-
buy_2_vol,----------------------------------------------------------------------------------------------------
buy_3,-
buy_3_vol,----------------------------------------------------------------------------------------------------
buy_4,-
buy_4_vol,----------------------------------------------------------------------------------------------------
buy_5,-
buy_5_vol,----------------------------------------------------------------------------------------------------
最新,3.37
均价,3.39
涨幅,-5.07
涨跌,-0.18
总手,391985
金额,132836201.0
换手,13.3
量比,0.87
最高,3.48
最低,3.37
今开,3.48
昨收,3.55
涨停,3.73
跌停,3.37
外盘,201596
内盘,190389
