item,value
sell_5,2.67
sell_5_vol,202400
sell_4,2.66
sell_4_vol,161900
sell_3,2.65
sell_3_vol,168400
sell_2,2.64
sell_2_vol,167300
sell_1,2.63
sell_1_vol,193600
buy_1,2.62
buy_1_vol,157400
buy_2,2.61
buy_2_vol,303800
buy_3,2.6
buy_3_vol,908200
buy_4,2.59
buy_4_vol,1113200
buy_5,-
buy_5_vol,----------------------------------------------------------------------------------------------------
最新,2.62
均价,2.67
涨幅,-4.03
涨跌,-0.11
总手,431021
金额,115087086.0
换手,8.76
量比,0.91
最高,2.76
最低,2.6
今开,2.73
昨收,2.73
涨停,2.87
跌停,2.59
外盘,147721
内盘,283300
