item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,26.48
buy_1_vol,1660600
buy_2,26.46
buy_2_vol,1500
buy_3,26.45
buy_3_vol,400
buy_4,26.39
buy_4_vol,300
buy_5,26.38
buy_5_vol,200
最新,26.48
均价,24.99
涨幅,10.01
涨跌,2.41
总手,403417
金额,1008164951.0
换手,22.6
量比,1.76
最高,26.48
最低,23.05
今开,23.2
昨收,24.07
涨停,26.48
跌停,21.66
外盘,194463
内盘,208954
