item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,3.02
buy_1_vol,522400
buy_2,3.01
buy_2_vol,31100
buy_3,3.0
buy_3_vol,85800
buy_4,2.99
buy_4_vol,498700
buy_5,2.98
buy_5_vol,68300
最新,3.02
均价,2.98
涨幅,4.86
涨跌,0.14
总手,166071
金额,49530313.0
换手,2.12
量比,0.82
最高,3.02
最低,2.89
今开,2.91
昨收,2.88
涨停,3.02
跌停,2.74
外盘,86247
内盘,79824
