item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,1.8
sell_4_vol,921900
sell_3,1.79
sell_3_vol,282100
sell_2,1.78
sell_2_vol,174800
sell_1,1.77
sell_1_vol,525200
buy_1,1.76
buy_1_vol,76700
buy_2,1.75
buy_2_vol,143500
buy_3,1.74
buy_3_vol,164100
buy_4,1.73
buy_4_vol,218100
buy_5,1.72
buy_5_vol,177300
最新,1.77
均价,1.75
涨幅,3.51
涨跌,0.06
总手,41486
金额,7278813.0
换手,0.36
量比,0.65
最高,1.77
最低,1.72
今开,1.72
昨收,1.71
涨停,1.8
跌停,1.62
外盘,24120
内盘,17366
