item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,6.13
buy_1_vol,13082600
buy_2,6.12
buy_2_vol,24300
buy_3,6.11
buy_3_vol,9200
buy_4,6.1
buy_4_vol,6800
buy_5,6.08
buy_5_vol,2100
最新,6.13
均价,5.64
涨幅,19.96
涨跌,1.02
总手,288729
金额,162762749.97
换手,9.59
量比,2.02
最高,6.13
最低,5.17
今开,5.2
昨收,5.11
涨停,6.13
跌停,4.09
外盘,150344
内盘,138385
