item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,4.33
buy_1_vol,1165600
buy_2,4.32
buy_2_vol,100
buy_3,4.31
buy_3_vol,50000
buy_4,4.3
buy_4_vol,2800
buy_5,4.29
buy_5_vol,11100
最新,4.33
均价,4.29
涨幅,5.1
涨跌,0.21
总手,183544
金额,78764570.2
换手,9.82
量比,1.29
最高,4.33
最低,4.15
今开,4.15
昨收,4.12
涨停,4.33
跌停,3.91
外盘,63158
内盘,120386
