item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,24.15
buy_1_vol,2901000
buy_2,24.14
buy_2_vol,2600
buy_3,24.13
buy_3_vol,1200
buy_4,24.12
buy_4_vol,800
buy_5,24.11
buy_5_vol,4200
最新,24.15
均价,24.14
涨幅,10.02
涨跌,2.2
总手,74786
金额,180567929.52
换手,6.48
量比,3.24
最高,24.15
最低,23.76
今开,24.15
昨收,21.95
涨停,24.15
跌停,19.76
外盘,12050
内盘,62736
