item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,1.26
buy_1_vol,1481200
buy_2,1.23
buy_2_vol,12000
buy_3,1.22
buy_3_vol,12000
buy_4,1.21
buy_4_vol,12100
buy_5,1.2
buy_5_vol,94000
最新,1.26
均价,1.26
涨幅,5.0
涨跌,0.06
总手,4975
金额,626850.0
换手,0.09
量比,0.3
最高,1.26
最低,1.26
今开,1.26
昨收,1.2
涨停,1.26
跌停,1.14
外盘,-
内盘,4975
