item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,1.8
sell_2_vol,1263600
sell_1,1.79
sell_1_vol,446600
buy_1,1.78
buy_1_vol,620900
buy_2,1.77
buy_2_vol,54300
buy_3,1.76
buy_3_vol,44400
buy_4,1.75
buy_4_vol,88800
buy_5,1.74
buy_5_vol,23100
最新,1.78
均价,1.74
涨幅,4.09
涨跌,0.07
总手,82098
金额,14286414.0
换手,1.46
量比,0.97
最高,1.79
最低,1.7
今开,1.73
昨收,1.71
涨停,1.8
跌停,1.62
外盘,44789
内盘,37309
