item,value
sell_5,2.45
sell_5_vol,54200
sell_4,2.44
sell_4_vol,31800
sell_3,2.43
sell_3_vol,71300
sell_2,2.42
sell_2_vol,903600
sell_1,2.41
sell_1_vol,54091200
buy_1,-
buy_1_vol,----------------------------------------------------------------------------------------------------
buy_2,-
buy_2_vol,----------------------------------------------------------------------------------------------------
buy_3,-
buy_3_vol,----------------------------------------------------------------------------------------------------
buy_4,-
buy_4_vol,----------------------------------------------------------------------------------------------------
buy_5,-
buy_5_vol,----------------------------------------------------------------------------------------------------
最新,2.41
均价,2.41
涨幅,-5.12
涨跌,-0.13
总手,2743
金额,661063.0
换手,0.04
量比,0.04
最高,2.41
最低,2.41
今开,2.41
昨收,2.54
涨停,2.67
跌停,2.41
外盘,2743
内盘,-
