item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,15.29
buy_1_vol,6576200
buy_2,15.27
buy_2_vol,13400
buy_3,15.26
buy_3_vol,100
buy_4,15.24
buy_4_vol,4800
buy_5,15.2
buy_5_vol,2700
最新,15.29
均价,14.5
涨幅,20.02
涨跌,2.55
总手,583268
金额,845479901.87
换手,57.74
量比,2.23
最高,15.29
最低,12.76
今开,12.76
昨收,12.74
涨停,15.29
跌停,10.19
外盘,374264
内盘,209004
