item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,0.88
buy_1_vol,21183800
buy_2,0.87
buy_2_vol,3824600
buy_3,0.86
buy_3_vol,2217800
buy_4,0.85
buy_4_vol,1640300
buy_5,0.84
buy_5_vol,2115800
最新,0.88
均价,0.86
涨幅,10.0
涨跌,0.08
总手,2366534
金额,204322007.0
换手,6.47
量比,0.65
最高,0.88
最低,0.83
今开,0.85
昨收,0.8
涨停,0.88
跌停,0.72
外盘,1601886
内盘,764648
