item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,6.12
sell_3_vol,1633600
sell_2,6.11
sell_2_vol,174100
sell_1,6.1
sell_1_vol,1336600
buy_1,6.09
buy_1_vol,72000
buy_2,6.08
buy_2_vol,131000
buy_3,6.07
buy_3_vol,69300
buy_4,6.06
buy_4_vol,33500
buy_5,6.05
buy_5_vol,37300
最新,6.09
均价,5.99
涨幅,9.53
涨跌,0.53
总手,728266
金额,436097197.0
换手,6.98
量比,5.29
最高,6.12
最低,5.53
今开,5.55
昨收,5.56
涨停,6.12
跌停,5.0
外盘,340099
内盘,388167
