item,value
sell_5,12.76
sell_5_vol,6000
sell_4,12.75
sell_4_vol,12100
sell_3,12.74
sell_3_vol,23500
sell_2,12.73
sell_2_vol,152100
sell_1,12.72
sell_1_vol,10534500
buy_1,-
buy_1_vol,----------------------------------------------------------------------------------------------------
buy_2,-
buy_2_vol,----------------------------------------------------------------------------------------------------
buy_3,-
buy_3_vol,----------------------------------------------------------------------------------------------------
buy_4,-
buy_4_vol,----------------------------------------------------------------------------------------------------
buy_5,-
buy_5_vol,----------------------------------------------------------------------------------------------------
最新,12.72
均价,12.82
涨幅,-9.98
涨跌,-1.41
总手,789631
金额,1012650176.26
换手,16.25
量比,0.8
最高,13.5
最低,12.72
今开,12.72
昨收,14.13
涨停,15.54
跌停,12.72
外盘,386348
内盘,403282
