item,value
sell_5,2.97
sell_5_vol,66900
sell_4,2.96
sell_4_vol,291700
sell_3,2.95
sell_3_vol,569300
sell_2,2.94
sell_2_vol,104000
sell_1,2.93
sell_1_vol,471500
buy_1,-
buy_1_vol,----------------------------------------------------------------------------------------------------
buy_2,-
buy_2_vol,----------------------------------------------------------------------------------------------------
buy_3,-
buy_3_vol,----------------------------------------------------------------------------------------------------
buy_4,-
buy_4_vol,----------------------------------------------------------------------------------------------------
buy_5,-
buy_5_vol,----------------------------------------------------------------------------------------------------
最新,2.93
均价,2.96
涨幅,-4.87
涨跌,-0.15
总手,293077
金额,86786086.26
换手,10.07
量比,0.9
最高,3.04
最低,2.93
今开,2.97
昨收,3.08
涨停,3.23
跌停,2.93
外盘,153745
内盘,139332
