item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,4.73
buy_1_vol,5380200
buy_2,4.72
buy_2_vol,10500
buy_3,4.71
buy_3_vol,73500
buy_4,4.7
buy_4_vol,5500
buy_5,4.69
buy_5_vol,11200
最新,4.73
均价,4.56
涨幅,10.0
涨跌,0.43
总手,204120
金额,93035066.0
换手,6.0
量比,1.0
最高,4.73
最低,4.35
今开,4.35
昨收,4.3
涨停,4.73
跌停,3.87
外盘,119053
内盘,85067
