item,value
sell_5,0.71
sell_5_vol,1249800
sell_4,0.7
sell_4_vol,204600
sell_3,0.69
sell_3_vol,35700
sell_2,0.68
sell_2_vol,256300
sell_1,0.67
sell_1_vol,55226700
buy_1,-
buy_1_vol,----------------------------------------------------------------------------------------------------
buy_2,-
buy_2_vol,----------------------------------------------------------------------------------------------------
buy_3,-
buy_3_vol,----------------------------------------------------------------------------------------------------
buy_4,-
buy_4_vol,----------------------------------------------------------------------------------------------------
buy_5,-
buy_5_vol,----------------------------------------------------------------------------------------------------
最新,0.67
均价,0.67
涨幅,-5.63
涨跌,-0.04
总手,66285
金额,4441095.0
换手,0.42
量比,0.18
最高,0.67
最低,0.67
今开,0.67
昨收,0.71
涨停,0.75
跌停,0.67
外盘,66285
内盘,-
