item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,9.43
buy_1_vol,11940900
buy_2,9.42
buy_2_vol,8800
buy_3,9.41
buy_3_vol,9400
buy_4,9.4
buy_4_vol,4700
buy_5,9.39
buy_5_vol,2700
最新,9.43
均价,9.43
涨幅,10.04
涨跌,0.86
总手,27850
金额,26262786.0
换手,0.71
量比,0.56
最高,9.43
最低,9.43
今开,9.43
昨收,8.57
涨停,9.43
跌停,7.71
外盘,-
内盘,27850
