item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,6.27
buy_1_vol,2765700
buy_2,6.26
buy_2_vol,2100
buy_3,6.25
buy_3_vol,19300
buy_4,6.24
buy_4_vol,800
buy_5,6.23
buy_5_vol,2000
最新,6.27
均价,6.23
涨幅,10.0
涨跌,0.57
总手,365761
金额,227693814.0
换手,13.45
量比,1.14
最高,6.27
最低,5.68
今开,5.76
昨收,5.7
涨停,6.27
跌停,5.13
外盘,49996
内盘,315765
