item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,35.95
buy_1_vol,1954300
buy_2,35.94
buy_2_vol,11500
buy_3,35.92
buy_3_vol,200
buy_4,35.91
buy_4_vol,1100
buy_5,35.9
buy_5_vol,2800
最新,35.95
均价,35.95
涨幅,10.01
涨跌,3.27
总手,35072
金额,126083229.0
换手,1.74
量比,0.43
最高,35.95
最低,35.95
今开,35.95
昨收,32.68
涨停,35.95
跌停,29.41
外盘,1911
内盘,33161
