item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,5.41
buy_1_vol,4942700
buy_2,5.4
buy_2_vol,49300
buy_3,5.39
buy_3_vol,21600
buy_4,5.38
buy_4_vol,19400
buy_5,5.37
buy_5_vol,6000
最新,5.41
均价,5.4
涨幅,9.96
涨跌,0.49
总手,471096
金额,254522720.0
换手,5.54
量比,2.2
最高,5.41
最低,5.28
今开,5.41
昨收,4.92
涨停,5.41
跌停,4.43
外盘,39045
内盘,432051
