item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,12.72
buy_1_vol,3450400
buy_2,12.71
buy_2_vol,12400
buy_3,12.7
buy_3_vol,9000
buy_4,12.69
buy_4_vol,2000
buy_5,12.68
buy_5_vol,500
最新,12.72
均价,12.46
涨幅,10.03
涨跌,1.16
总手,75014
金额,93468063.36
换手,5.99
量比,3.12
最高,12.72
最低,11.88
今开,11.88
昨收,11.56
涨停,12.72
跌停,10.4
外盘,25021
内盘,49993
