item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,25.05
buy_1_vol,3966200
buy_2,25.04
buy_2_vol,29300
buy_3,25.03
buy_3_vol,8100
buy_4,25.02
buy_4_vol,100
buy_5,25.01
buy_5_vol,6600
最新,25.05
均价,25.05
涨幅,10.01
涨跌,2.28
总手,17067
金额,42753285.9
换手,4.41
量比,0.41
最高,25.05
最低,25.05
今开,25.05
昨收,22.77
涨停,25.05
跌停,20.49
外盘,-
内盘,17067
