item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,11.95
sell_1_vol,1392600
buy_1,11.94
buy_1_vol,133700
buy_2,11.93
buy_2_vol,3700
buy_3,11.92
buy_3_vol,2400
buy_4,11.91
buy_4_vol,3900
buy_5,11.9
buy_5_vol,30700
最新,11.95
均价,11.69
涨幅,10.04
涨跌,1.09
总手,573538
金额,670206758.0
换手,30.03
量比,3.96
最高,11.95
最低,10.89
今开,10.9
昨收,10.86
涨停,11.95
跌停,9.77
外盘,305477
内盘,268061
