item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,40.92
buy_1_vol,1058700
buy_2,40.91
buy_2_vol,7200
buy_3,40.87
buy_3_vol,500
buy_4,40.8
buy_4_vol,300
buy_5,40.78
buy_5_vol,600
最新,40.92
均价,38.89
涨幅,10.0
涨跌,3.72
总手,179813
金额,699295077.67
换手,11.13
量比,1.9
最高,40.92
最低,36.6
今开,37.49
昨收,37.2
涨停,40.92
跌停,33.48
外盘,89024
内盘,90788
